row_index,gold,pred,raw_pred_for_metrics,is_correct
62,Distinction,Distinction,Distinction,True
63,Distinction,Distinction,Distinction,True
64,Fail,Pass,Pass,False
65,Pass,Pass,Pass,True
66,Pass,Pass,Pass,True
67,Pass,Pass,Pass,True
68,Pass,Pass,Pass,True
69,Fail,Pass,Pass,False
70,Distinction,Pass,Pass,False
71,Withdrawn,Pass,Pass,False
72,Pass,Pass,Pass,True
73,Fail,Fail,Fail,True
74,Withdrawn,Pass,Pass,False
75,Pass,Pass,Pass,True
76,Fail,Pass,Pass,False
77,Withdrawn,Pass,Pass,False
78,Pass,Pass,Pass,True
79,Withdrawn,Pass,Pass,False
80,Fail,Pass,Pass,False
81,Withdrawn,Pass,Pass,False
82,Fail,Pass,Pass,False
83,Pass,Pass,Pass,True
84,Pass,Pass,Pass,True
85,Pass,Pass,Pass,True
86,Pass,Pass,Pass,True
87,Distinction,Distinction,Distinction,True
88,Withdrawn,Pass,Pass,False
89,Withdrawn,Pass,Pass,False
90,Pass,Pass,Pass,True
91,Pass,Pass,Pass,True
92,Withdrawn,Pass,Pass,False
93,Pass,Pass,Pass,True
94,Withdrawn,Pass,Pass,False
95,Pass,Pass,Pass,True
96,Distinction,Pass,Pass,False
97,Withdrawn,Pass,Pass,False
98,Fail,Pass,Pass,False
99,Pass,Pass,Pass,True
100,Distinction,Pass,Pass,False
101,Fail,Fail,Fail,True
102,Pass,Pass,Pass,True
103,Pass,Pass,Pass,True
104,Fail,Pass,Pass,False
105,Pass,Pass,Pass,True
106,Withdrawn,Pass,Pass,False
107,Fail,Fail,Fail,True
108,Pass,Pass,Pass,True
109,Fail,Pass,Pass,False
110,Distinction,Pass,Pass,False
111,Distinction,Pass,Pass,False
112,Withdrawn,Pass,Pass,False
113,Fail,Pass,Pass,False
114,Distinction,Pass,Pass,False
115,Withdrawn,Pass,Pass,False
116,Withdrawn,Pass,Pass,False
117,Withdrawn,Pass,Pass,False
118,Pass,Pass,Pass,True
119,Withdrawn,Pass,Pass,False
120,Fail,Pass,Pass,False
121,Pass,Pass,Pass,True
122,Withdrawn,Pass,Pass,False
123,Pass,Pass,Pass,True
124,Fail,Pass,Pass,False
125,Withdrawn,Pass,Pass,False
126,Pass,Pass,Pass,True
127,Pass,Pass,Pass,True
128,Pass,Pass,Pass,True
129,Distinction,Pass,Pass,False
130,Pass,Pass,Pass,True
131,Fail,Pass,Pass,False
132,Pass,Pass,Pass,True
133,Withdrawn,Pass,Pass,False
134,Fail,Pass,Pass,False
135,Pass,Pass,Pass,True
136,Withdrawn,Pass,Pass,False
137,Pass,Pass,Pass,True
138,Pass,Pass,Pass,True
139,Withdrawn,Pass,Pass,False
140,Withdrawn,Pass,Pass,False
141,Pass,Pass,Pass,True
142,Pass,Pass,Pass,True
143,Withdrawn,Distinction,Distinction,False
144,Withdrawn,Pass,Pass,False
145,Fail,Pass,Pass,False
146,Fail,Pass,Pass,False
147,Withdrawn,Fail,Fail,False
148,Withdrawn,Fail,Fail,False
149,Fail,Pass,Pass,False
150,Fail,Pass,Pass,False
151,Pass,Pass,Pass,True
152,Withdrawn,Fail,Fail,False
153,Fail,Pass,Pass,False
154,Pass,Pass,Pass,True
155,Pass,Pass,Pass,True
156,Pass,Pass,Pass,True
157,Pass,Pass,Pass,True
158,Pass,Pass,Pass,True
159,Withdrawn,Pass,Pass,False
160,Fail,Pass,Pass,False
161,Fail,Pass,Pass,False
162,Withdrawn,Pass,Pass,False
163,Withdrawn,Fail,Fail,False
164,Fail,Fail,Fail,True
165,Distinction,Pass,Pass,False
166,Distinction,Pass,Pass,False
167,Withdrawn,Pass,Pass,False
168,Pass,Pass,Pass,True
169,Pass,Pass,Pass,True
170,Pass,Pass,Pass,True
171,Fail,Fail,Fail,True
172,Withdrawn,Pass,Pass,False
173,Withdrawn,Pass,Pass,False
174,Distinction,Pass,Pass,False
175,Fail,Pass,Pass,False
176,Withdrawn,Pass,Pass,False
177,Withdrawn,Pass,Pass,False
178,Fail,Pass,Pass,False
179,Withdrawn,Pass,Pass,False
180,Fail,Fail,Fail,True
181,Pass,Distinction,Distinction,False
182,Pass,Pass,Pass,True
183,Withdrawn,Pass,Pass,False
184,Withdrawn,Pass,Pass,False
185,Pass,Pass,Pass,True
186,Pass,Pass,Pass,True
187,Pass,Pass,Pass,True
188,Withdrawn,Pass,Pass,False
189,Withdrawn,Pass,Pass,False
190,Fail,Pass,Pass,False
191,Withdrawn,Pass,Pass,False
192,Pass,Pass,Pass,True
193,Pass,Pass,Pass,True
194,Fail,Pass,Pass,False
195,Pass,Pass,Pass,True
196,Withdrawn,Pass,Pass,False
197,Fail,Pass,Pass,False
198,Withdrawn,Fail,Fail,False
199,Distinction,Pass,Pass,False
200,Withdrawn,Pass,Pass,False
201,Fail,Pass,Pass,False
202,Pass,Pass,Pass,True
203,Fail,Pass,Pass,False
204,Pass,Pass,Pass,True
205,Withdrawn,Fail,Fail,False
206,Withdrawn,Pass,Pass,False
207,Pass,Pass,Pass,True
208,Withdrawn,Pass,Pass,False
209,Pass,Pass,Pass,True
210,Pass,Pass,Pass,True
211,Withdrawn,Pass,Pass,False
212,Pass,Pass,Pass,True
213,Pass,Pass,Pass,True
214,Pass,Pass,Pass,True
215,Pass,Pass,Pass,True
216,Pass,Pass,Pass,True
217,Fail,Pass,Pass,False
218,Withdrawn,Pass,Pass,False
219,Fail,Pass,Pass,False
220,Pass,Pass,Pass,True
221,Fail,Fail,Fail,True
222,Withdrawn,Pass,Pass,False
223,Withdrawn,Pass,Pass,False
224,Withdrawn,Pass,Pass,False
225,Withdrawn,Pass,Pass,False
226,Pass,Pass,Pass,True
227,Pass,Pass,Pass,True
228,Distinction,Pass,Pass,False
229,Fail,Pass,Pass,False
230,Pass,Pass,Pass,True
231,Withdrawn,Fail,Fail,False
232,Withdrawn,Pass,Pass,False
233,Pass,Pass,Pass,True
234,Pass,Pass,Pass,True
235,Fail,Pass,Pass,False
236,Fail,Pass,Pass,False
237,Withdrawn,Pass,Pass,False
238,Fail,Fail,Fail,True
239,Fail,Distinction,Distinction,False
240,Pass,Pass,Pass,True
241,Fail,Distinction,Distinction,False
242,Withdrawn,Pass,Pass,False
243,Pass,Pass,Pass,True
244,Pass,Pass,Pass,True
245,Pass,Pass,Pass,True
246,Withdrawn,Pass,Pass,False
247,Fail,Pass,Pass,False
248,Withdrawn,Pass,Pass,False
249,Fail,Pass,Pass,False
250,Withdrawn,Pass,Pass,False
251,Pass,Pass,Pass,True
252,Pass,Pass,Pass,True
253,Withdrawn,Pass,Pass,False
254,Pass,Pass,Pass,True
255,Withdrawn,Pass,Pass,False
256,Withdrawn,Fail,Fail,False
257,Pass,Pass,Pass,True
258,Fail,Pass,Pass,False
259,Fail,Pass,Pass,False
260,Pass,Pass,Pass,True
261,Withdrawn,Fail,Fail,False
262,Withdrawn,Fail,Fail,False
263,Fail,Pass,Pass,False
264,Withdrawn,Pass,Pass,False
265,Withdrawn,Pass,Pass,False
266,Pass,Pass,Pass,True
267,Withdrawn,Pass,Pass,False
268,Withdrawn,Pass,Pass,False
269,Fail,Pass,Pass,False
270,Fail,Pass,Pass,False
271,Withdrawn,Pass,Pass,False
272,Withdrawn,Pass,Pass,False
273,Distinction,Pass,Pass,False
274,Withdrawn,Pass,Pass,False
275,Pass,Pass,Pass,True
276,Fail,Pass,Pass,False
277,Pass,Pass,Pass,True
278,Fail,Pass,Pass,False
279,Pass,Pass,Pass,True
280,Distinction,Pass,Pass,False
281,Fail,Pass,Pass,False
282,Pass,Pass,Pass,True
283,Withdrawn,Pass,Pass,False
284,Fail,Pass,Pass,False
285,Pass,Pass,Pass,True
286,Pass,Pass,Pass,True
287,Pass,Pass,Pass,True
288,Pass,Pass,Pass,True
289,Withdrawn,Fail,Fail,False
290,Pass,Pass,Pass,True
291,Pass,Pass,Pass,True
292,Withdrawn,Pass,Pass,False
293,Pass,Pass,Pass,True
294,Pass,Pass,Pass,True
295,Pass,Pass,Pass,True
296,Withdrawn,Pass,Pass,False
297,Pass,Pass,Pass,True
298,Fail,Pass,Pass,False
299,Distinction,Pass,Pass,False
300,Pass,Pass,Pass,True
301,Withdrawn,Fail,Fail,False
302,Pass,Pass,Pass,True
303,Pass,Pass,Pass,True
304,Withdrawn,Pass,Pass,False
305,Withdrawn,Pass,Pass,False
306,Withdrawn,Pass,Pass,False
307,Fail,Pass,Pass,False
308,Fail,Pass,Pass,False
309,Pass,Pass,Pass,True
310,Pass,Pass,Pass,True
311,Pass,Distinction,Distinction,False
312,Withdrawn,Fail,Fail,False
313,Withdrawn,Pass,Pass,False
314,Pass,Pass,Pass,True
315,Withdrawn,Pass,Pass,False
316,Fail,Pass,Pass,False
317,Fail,Pass,Pass,False
318,Withdrawn,Pass,Pass,False
319,Pass,Pass,Pass,True
320,Fail,Pass,Pass,False
321,Fail,Pass,Pass,False
322,Pass,Pass,Pass,True
323,Withdrawn,Pass,Pass,False
324,Pass,Pass,Pass,True
325,Fail,Pass,Pass,False
326,Fail,Pass,Pass,False
327,Pass,Distinction,Distinction,False
328,Pass,Pass,Pass,True
329,Pass,Pass,Pass,True
330,Withdrawn,Pass,Pass,False
331,Pass,Pass,Pass,True
332,Pass,Pass,Pass,True
333,Withdrawn,Distinction,Distinction,False
334,Distinction,Distinction,Distinction,True
335,Pass,Pass,Pass,True
336,Pass,Pass,Pass,True
337,Withdrawn,Pass,Pass,False
338,Distinction,Pass,Pass,False
339,Distinction,Distinction,Distinction,True
340,Pass,Pass,Pass,True
341,Pass,Pass,Pass,True
342,Fail,Pass,Pass,False
343,Withdrawn,Pass,Pass,False
344,Fail,Pass,Pass,False
345,Withdrawn,Pass,Pass,False
346,Distinction,Pass,Pass,False
347,Fail,Pass,Pass,False
348,Pass,Pass,Pass,True
349,Fail,Fail,Fail,True
350,Pass,Pass,Pass,True
351,Fail,Pass,Pass,False
352,Pass,Pass,Pass,True
353,Pass,Pass,Pass,True
354,Fail,Pass,Pass,False
355,Pass,Pass,Pass,True
356,Withdrawn,Pass,Pass,False
357,Pass,Pass,Pass,True
358,Fail,Pass,Pass,False
359,Fail,Pass,Pass,False
360,Withdrawn,Pass,Pass,False
361,Pass,Pass,Pass,True
362,Fail,Pass,Pass,False
363,Fail,Pass,Pass,False
364,Pass,Pass,Pass,True
365,Distinction,Pass,Pass,False
366,Pass,Pass,Pass,True
367,Fail,Pass,Pass,False
368,Pass,Pass,Pass,True
369,Pass,Pass,Pass,True
370,Pass,Pass,Pass,True
371,Withdrawn,Pass,Pass,False
372,Fail,Fail,Fail,True
373,Pass,Pass,Pass,True
374,Withdrawn,Pass,Pass,False
375,Fail,Pass,Pass,False
376,Pass,Pass,Pass,True
377,Fail,Pass,Pass,False
378,Pass,Pass,Pass,True
379,Distinction,Pass,Pass,False
380,Pass,Pass,Pass,True
381,Fail,Pass,Pass,False
382,Withdrawn,Pass,Pass,False
383,Pass,Pass,Pass,True
384,Pass,Pass,Pass,True
385,Pass,Pass,Pass,True
386,Withdrawn,Pass,Pass,False
387,Fail,Pass,Pass,False
388,Pass,Pass,Pass,True
389,Withdrawn,Pass,Pass,False
390,Withdrawn,Pass,Pass,False
391,Withdrawn,Fail,Fail,False
392,Withdrawn,Pass,Pass,False
393,Pass,Pass,Pass,True
394,Withdrawn,Pass,Pass,False
395,Fail,Pass,Pass,False
396,Withdrawn,Pass,Pass,False
397,Fail,Pass,Pass,False
398,Fail,Pass,Pass,False
399,Distinction,Distinction,Distinction,True
400,Withdrawn,Pass,Pass,False
401,Fail,Pass,Pass,False
402,Fail,Pass,Pass,False
403,Withdrawn,Pass,Pass,False
404,Withdrawn,Fail,Fail,False
405,Pass,Pass,Pass,True
406,Pass,Pass,Pass,True
407,Pass,Pass,Pass,True
408,Withdrawn,Pass,Pass,False
409,Pass,Pass,Pass,True
410,Pass,Pass,Pass,True
411,Fail,Pass,Pass,False
412,Withdrawn,Pass,Pass,False
413,Pass,Pass,Pass,True
414,Distinction,Pass,Pass,False
415,Withdrawn,Pass,Pass,False
416,Withdrawn,Pass,Pass,False
417,Distinction,Distinction,Distinction,True
418,Pass,Pass,Pass,True
419,Fail,Pass,Pass,False
420,Pass,Distinction,Distinction,False
421,Pass,Pass,Pass,True
422,Fail,Pass,Pass,False
423,Pass,Pass,Pass,True
424,Withdrawn,Pass,Pass,False
425,Fail,Distinction,Distinction,False
426,Withdrawn,Pass,Pass,False
427,Pass,Pass,Pass,True
428,Withdrawn,Fail,Fail,False
429,Distinction,Pass,Pass,False
430,Fail,Pass,Pass,False
431,Pass,Pass,Pass,True
432,Pass,Pass,Pass,True
433,Fail,Fail,Fail,True
434,Withdrawn,Pass,Pass,False
435,Pass,Pass,Pass,True
436,Withdrawn,Pass,Pass,False
437,Pass,Pass,Pass,True
438,Pass,Pass,Pass,True
439,Pass,Pass,Pass,True
440,Fail,Fail,Fail,True
441,Distinction,Pass,Pass,False
442,Withdrawn,Pass,Pass,False
443,Pass,Pass,Pass,True
444,Pass,Pass,Pass,True
445,Fail,Pass,Pass,False
446,Pass,Pass,Pass,True
447,Withdrawn,Pass,Pass,False
448,Pass,Pass,Pass,True
449,Pass,Pass,Pass,True
450,Pass,Pass,Pass,True
451,Withdrawn,Pass,Pass,False
452,Pass,Pass,Pass,True
453,Pass,Pass,Pass,True
454,Distinction,Pass,Pass,False
455,Fail,Pass,Pass,False
456,Pass,Pass,Pass,True
457,Withdrawn,Pass,Pass,False
458,Fail,Pass,Pass,False
459,Pass,Pass,Pass,True
460,Distinction,Pass,Pass,False
461,Fail,Fail,Fail,True
462,Pass,Pass,Pass,True
463,Withdrawn,Fail,Fail,False
464,Withdrawn,Pass,Pass,False
465,Fail,Pass,Pass,False
466,Withdrawn,Fail,Fail,False
467,Fail,Pass,Pass,False
468,Distinction,Distinction,Distinction,True
469,Pass,Distinction,Distinction,False
470,Withdrawn,Fail,Fail,False
471,Withdrawn,Pass,Pass,False
472,Pass,Pass,Pass,True
473,Pass,Pass,Pass,True
474,Fail,Fail,Fail,True
475,Pass,Pass,Pass,True
476,Withdrawn,Pass,Pass,False
477,Distinction,Pass,Pass,False
478,Pass,Pass,Pass,True
479,Withdrawn,Pass,Pass,False
480,Pass,Pass,Pass,True
481,Pass,Pass,Pass,True
482,Withdrawn,Fail,Fail,False
483,Fail,Pass,Pass,False
484,Pass,Pass,Pass,True
485,Fail,Pass,Pass,False
486,Withdrawn,Pass,Pass,False
487,Pass,Pass,Pass,True
488,Distinction,Pass,Pass,False
489,Withdrawn,Pass,Pass,False
490,Withdrawn,Pass,Pass,False
491,Withdrawn,Pass,Pass,False
492,Pass,Pass,Pass,True
493,Pass,Pass,Pass,True
494,Fail,Pass,Pass,False
495,Pass,Pass,Pass,True
496,Pass,Pass,Pass,True
497,Fail,Pass,Pass,False
498,Pass,Pass,Pass,True
499,Fail,Pass,Pass,False
500,Fail,Pass,Pass,False
501,Fail,Pass,Pass,False
502,Withdrawn,Pass,Pass,False
503,Pass,Pass,Pass,True
504,Pass,Pass,Pass,True
505,Withdrawn,Pass,Pass,False
506,Pass,Pass,Pass,True
507,Withdrawn,Pass,Pass,False
508,Withdrawn,Fail,Fail,False
509,Pass,Pass,Pass,True
510,Pass,Pass,Pass,True
511,Withdrawn,Fail,Fail,False
512,Pass,Pass,Pass,True
513,Withdrawn,Pass,Pass,False
514,Fail,Pass,Pass,False
515,Pass,Pass,Pass,True
516,Withdrawn,Pass,Pass,False
517,Fail,Pass,Pass,False
518,Pass,Pass,Pass,True
519,Pass,Pass,Pass,True
520,Pass,Pass,Pass,True
521,Fail,Pass,Pass,False
522,Distinction,Pass,Pass,False
523,Withdrawn,Fail,Fail,False
524,Pass,Pass,Pass,True
525,Fail,Pass,Pass,False
526,Pass,Pass,Pass,True
527,Pass,Pass,Pass,True
528,Fail,Pass,Pass,False
529,Pass,Distinction,Distinction,False
530,Withdrawn,Pass,Pass,False
531,Pass,Pass,Pass,True
532,Fail,Pass,Pass,False
533,Fail,Fail,Fail,True
534,Pass,Pass,Pass,True
535,Withdrawn,Pass,Pass,False
536,Fail,Pass,Pass,False
537,Pass,Pass,Pass,True
538,Pass,Pass,Pass,True
539,Withdrawn,Pass,Pass,False
540,Withdrawn,Pass,Pass,False
541,Distinction,Pass,Pass,False
542,Fail,Fail,Fail,True
543,Pass,Pass,Pass,True
544,Fail,Pass,Pass,False
545,Fail,Pass,Pass,False
546,Fail,Pass,Pass,False
547,Fail,Fail,Fail,True
548,Fail,Pass,Pass,False
549,Fail,Pass,Pass,False
550,Withdrawn,Pass,Pass,False
551,Withdrawn,Pass,Pass,False
552,Distinction,Distinction,Distinction,True
553,Distinction,Pass,Pass,False
554,Withdrawn,Pass,Pass,False
555,Fail,Pass,Pass,False
556,Withdrawn,Pass,Pass,False
557,Pass,Pass,Pass,True
558,Pass,Pass,Pass,True
559,Withdrawn,Pass,Pass,False
560,Pass,Distinction,Distinction,False
561,Withdrawn,Pass,Pass,False
562,Fail,Distinction,Distinction,False
563,Withdrawn,Pass,Pass,False
564,Fail,Pass,Pass,False
565,Withdrawn,Pass,Pass,False
566,Pass,Pass,Pass,True
567,Withdrawn,Pass,Pass,False
568,Pass,Pass,Pass,True
569,Withdrawn,Pass,Pass,False
570,Fail,Pass,Pass,False
571,Pass,Pass,Pass,True
572,Withdrawn,Pass,Pass,False
573,Withdrawn,Distinction,Distinction,False
574,Pass,Pass,Pass,True
575,Fail,Pass,Pass,False
576,Fail,Pass,Pass,False
577,Withdrawn,Pass,Pass,False
578,Distinction,Distinction,Distinction,True
579,Pass,Pass,Pass,True
580,Withdrawn,Pass,Pass,False
581,Fail,Pass,Pass,False
582,Pass,Pass,Pass,True
583,Pass,Pass,Pass,True
584,Fail,Pass,Pass,False
585,Withdrawn,Pass,Pass,False
586,Withdrawn,Pass,Pass,False
587,Fail,Pass,Pass,False
588,Distinction,Distinction,Distinction,True
589,Fail,Pass,Pass,False
590,Withdrawn,Fail,Fail,False
591,Distinction,Distinction,Distinction,True
592,Withdrawn,Pass,Pass,False
593,Pass,Pass,Pass,True
594,Pass,Pass,Pass,True
595,Fail,Pass,Pass,False
596,Withdrawn,Fail,Fail,False
597,Fail,Pass,Pass,False
598,Withdrawn,Pass,Pass,False
599,Withdrawn,Pass,Pass,False
600,Fail,Pass,Pass,False
601,Pass,Pass,Pass,True
602,Pass,Pass,Pass,True
603,Pass,Pass,Pass,True
604,Pass,Pass,Pass,True
605,Withdrawn,Fail,Fail,False
606,Withdrawn,Pass,Pass,False
607,Withdrawn,Fail,Fail,False
608,Withdrawn,Pass,Pass,False
609,Pass,Pass,Pass,True
610,Withdrawn,Fail,Fail,False
611,Distinction,Pass,Pass,False
612,Withdrawn,Fail,Fail,False
613,Distinction,Distinction,Distinction,True
614,Pass,Pass,Pass,True
615,Pass,Pass,Pass,True
616,Pass,Pass,Pass,True
617,Pass,Pass,Pass,True
618,Pass,Pass,Pass,True
619,Pass,Pass,Pass,True
620,Withdrawn,Pass,Pass,False
621,Withdrawn,Pass,Pass,False
622,Fail,Pass,Pass,False
623,Fail,Pass,Pass,False
624,Pass,Pass,Pass,True
625,Pass,Pass,Pass,True
626,Pass,Pass,Pass,True
627,Fail,Pass,Pass,False
628,Fail,Pass,Pass,False
629,Withdrawn,Pass,Pass,False
630,Withdrawn,Pass,Pass,False
631,Withdrawn,Pass,Pass,False
632,Withdrawn,Fail,Fail,False
633,Pass,Pass,Pass,True
634,Pass,Distinction,Distinction,False
635,Withdrawn,Fail,Fail,False
636,Pass,Pass,Pass,True
637,Withdrawn,Pass,Pass,False
638,Withdrawn,Pass,Pass,False
639,Pass,Pass,Pass,True
640,Fail,Pass,Pass,False
641,Pass,Pass,Pass,True
642,Withdrawn,Pass,Pass,False
643,Withdrawn,Pass,Pass,False
644,Pass,Pass,Pass,True
645,Pass,Pass,Pass,True
646,Distinction,Pass,Pass,False
647,Withdrawn,Pass,Pass,False
648,Pass,Pass,Pass,True
649,Withdrawn,Pass,Pass,False
650,Withdrawn,Pass,Pass,False
651,Distinction,Pass,Pass,False
652,Fail,Pass,Pass,False
653,Pass,Pass,Pass,True
654,Distinction,Distinction,Distinction,True
655,Pass,Pass,Pass,True
656,Pass,Pass,Pass,True
657,Withdrawn,Fail,Fail,False
658,Pass,Pass,Pass,True
659,Withdrawn,Fail,Fail,False
660,Pass,Pass,Pass,True
661,Fail,Pass,Pass,False
662,Withdrawn,Pass,Pass,False
663,Pass,Pass,Pass,True
664,Fail,Pass,Pass,False
665,Withdrawn,Fail,Fail,False
666,Pass,Pass,Pass,True
667,Fail,Pass,Pass,False
668,Pass,Pass,Pass,True
669,Pass,Pass,Pass,True
670,Pass,Pass,Pass,True
671,Pass,Pass,Pass,True
672,Fail,Pass,Pass,False
673,Pass,Pass,Pass,True
674,Withdrawn,Pass,Pass,False
675,Fail,Pass,Pass,False
676,Withdrawn,Pass,Pass,False
677,Pass,Pass,Pass,True
678,Withdrawn,Pass,Pass,False
679,Withdrawn,Pass,Pass,False
680,Distinction,Pass,Pass,False
681,Distinction,Distinction,Distinction,True
682,Pass,Pass,Pass,True
683,Pass,Pass,Pass,True
684,Fail,Pass,Pass,False
685,Withdrawn,Pass,Pass,False
686,Withdrawn,Pass,Pass,False
687,Pass,Pass,Pass,True
688,Fail,Pass,Pass,False
689,Fail,Fail,Fail,True
690,Withdrawn,Pass,Pass,False
691,Pass,Pass,Pass,True
692,Pass,Pass,Pass,True
693,Withdrawn,Fail,Fail,False
694,Withdrawn,Pass,Pass,False
695,Pass,Pass,Pass,True
696,Fail,Pass,Pass,False
697,Distinction,Distinction,Distinction,True
698,Pass,Pass,Pass,True
699,Withdrawn,Fail,Fail,False
700,Distinction,Pass,Pass,False
701,Fail,Pass,Pass,False
702,Withdrawn,Pass,Pass,False
703,Distinction,Pass,Pass,False
704,Fail,Pass,Pass,False
705,Withdrawn,Pass,Pass,False
706,Withdrawn,Pass,Pass,False
707,Distinction,Pass,Pass,False
708,Pass,Pass,Pass,True
709,Pass,Pass,Pass,True
710,Pass,Pass,Pass,True
711,Withdrawn,Pass,Pass,False
712,Withdrawn,Fail,Fail,False
713,Fail,Pass,Pass,False
714,Withdrawn,Pass,Pass,False
715,Fail,Pass,Pass,False
716,Fail,Pass,Pass,False
717,Pass,Distinction,Distinction,False
718,Withdrawn,Pass,Pass,False
719,Pass,Pass,Pass,True
720,Withdrawn,Pass,Pass,False
721,Withdrawn,Pass,Pass,False
722,Pass,Pass,Pass,True
723,Fail,Pass,Pass,False
724,Pass,Distinction,Distinction,False
725,Distinction,Pass,Pass,False
726,Pass,Pass,Pass,True
727,Pass,Pass,Pass,True
728,Pass,Pass,Pass,True
729,Pass,Pass,Pass,True
730,Pass,Pass,Pass,True
731,Pass,Pass,Pass,True
732,Pass,Pass,Pass,True
733,Fail,Pass,Pass,False
734,Fail,Pass,Pass,False
735,Withdrawn,Pass,Pass,False
736,Withdrawn,Pass,Pass,False
737,Pass,Pass,Pass,True
738,Pass,Pass,Pass,True
739,Pass,Pass,Pass,True
740,Fail,Pass,Pass,False
741,Pass,Pass,Pass,True
742,Pass,Distinction,Distinction,False
743,Fail,Pass,Pass,False
744,Withdrawn,Pass,Pass,False
745,Pass,Pass,Pass,True
746,Withdrawn,Pass,Pass,False
747,Distinction,Distinction,Distinction,True
748,Withdrawn,Pass,Pass,False
749,Fail,Pass,Pass,False
750,Pass,Pass,Pass,True
751,Pass,Distinction,Distinction,False
752,Withdrawn,Pass,Pass,False
753,Withdrawn,Pass,Pass,False
754,Pass,Pass,Pass,True
755,Withdrawn,Pass,Pass,False
756,Pass,Pass,Pass,True
757,Fail,Pass,Pass,False
758,Distinction,Distinction,Distinction,True
759,Withdrawn,Pass,Pass,False
760,Pass,Pass,Pass,True
761,Pass,Pass,Pass,True
762,Pass,Pass,Pass,True
763,Pass,Pass,Pass,True
764,Fail,Pass,Pass,False
765,Withdrawn,Pass,Pass,False
766,Distinction,Distinction,Distinction,True
767,Withdrawn,Fail,Fail,False
768,Pass,Pass,Pass,True
769,Pass,Pass,Pass,True
770,Pass,Pass,Pass,True
771,Withdrawn,Pass,Pass,False
772,Pass,Pass,Pass,True
773,Withdrawn,Pass,Pass,False
774,Pass,Pass,Pass,True
775,Pass,Distinction,Distinction,False
776,Withdrawn,Fail,Fail,False
777,Pass,Pass,Pass,True
778,Fail,Pass,Pass,False
779,Withdrawn,Pass,Pass,False
780,Pass,Pass,Pass,True
781,Pass,Pass,Pass,True
782,Withdrawn,Pass,Pass,False
783,Distinction,Distinction,Distinction,True
784,Withdrawn,Pass,Pass,False
785,Pass,Pass,Pass,True
786,Withdrawn,Fail,Fail,False
787,Withdrawn,Pass,Pass,False
788,Withdrawn,Pass,Pass,False
789,Pass,Pass,Pass,True
790,Fail,Pass,Pass,False
791,Pass,Pass,Pass,True
792,Fail,Pass,Pass,False
793,Distinction,Pass,Pass,False
794,Fail,Pass,Pass,False
795,Distinction,Distinction,Distinction,True
796,Distinction,Pass,Pass,False
797,Withdrawn,Pass,Pass,False
798,Withdrawn,Pass,Pass,False
799,Withdrawn,Pass,Pass,False
800,Fail,Pass,Pass,False
801,Fail,Pass,Pass,False
802,Pass,Pass,Pass,True
803,Fail,Pass,Pass,False
804,Pass,Pass,Pass,True
805,Pass,Pass,Pass,True
806,Distinction,Pass,Pass,False
807,Withdrawn,Pass,Pass,False
808,Withdrawn,Pass,Pass,False
809,Withdrawn,Pass,Pass,False
810,Withdrawn,Pass,Pass,False
811,Withdrawn,Pass,Pass,False
812,Fail,Pass,Pass,False
813,Fail,Pass,Pass,False
